Scheme,Ring number,Age,Sex,Wing,Weight,Day,Month,Year,Time
GBT,LE19077,J,U,126,88,17,7,2012,7
GBT,LE19078,A,F,,93,18,7,2012,13
GBT,LE19079,J,M,131,98,28,7,2012,11
GBT,LE19079,J,M,131,104,29,7,2012,18
GBT,LE19079,F,M,131,119,1,1,2013,15
GBT,LE19079,F,M,132,104,28,2,2013,7
GBT,LE19079,F,M,131,101,5,3,2013,13
GBT,LE19079,F,M,131,102,10,3,2013,15
GBT,LE19079,F,M,,103,25,5,2013,9
GBT,LE19079,F,M,,100,26,5,2013,7
GBT,LE19079,A,M,131,109,5,2,2014,13
GBT,LE19079,A,M,131,111,19,1,2015,16
GBT,LE19079,A,M,133,106,26,1,2015,7
GBT,LE19079,A,M,132,112,2,2,2015,12
GBT,LE19079,A,M,132,101,8,3,2015,16
GBT,LE19080,J,M,,72,7,8,2012,8
GBT,LE19081,U,M,132,108,31,8,2012,10
GBT,LE19082,J,U,127,97,7,9,2012,7
GBT,LE19082,F,M,,109,16,1,2013,11
GBT,LE19082,F,M,127,90,25,3,2013,8
GBT,LE19082,F,M,126,93,24,5,2013,15
GBT,LE19082,F,M,,91,18,6,2013,6
GBT,LE19082,A,M,129,98,29,1,2014,13
GBT,LE19082,A,M,130,96,29,4,2014,9
GBT,LE19082,A,M,129,96,11,5,2014,9
GBT,LE19082,A,M,129,87,25,5,2014,19
GBT,LE19082,U,M,129,98,27,6,2014,13
GBT,LE19083,J,M,129,106,18,9,2012,16
GBT,LE19084,J,M,130,102,22,10,2012,17
GBT,LE19085,A,M,132,108,3,12,2012,13
GBT,LE19086,F,F,122,106,4,12,2012,13
GBT,LE19087,F,M,136,108,4,12,2012,14
GBT,LE19088,A,M,134,104,5,12,2012,8
GBT,LE19089,A,M,136,100,5,12,2012,12
GBT,LE19090,F,M,133,107,7,12,2012,9
GBT,LE19091,F,F,124,,12,12,2012,12
GBT,LE19091,F,F,123,107,13,12,2012,8
GBT,LE19091,F,F,125,104,26,12,2012,9
GBT,LE19091,F,F,124,133,21,1,2013,13
GBT,LE19091,F,F,125,105,24,1,2013,9
GBT,LE19091,F,F,125,101,6,2,2013,13
GBT,LE19091,F,F,124,94,6,5,2013,10
GBT,LE19091,F,F,124,95,9,6,2013,12
GBT,LE19091,F,F,,85,29,6,2013,16
GBT,LE19091,A,F,126,94,25,5,2014,19
GBT,LE19091,A,F,127,114,30,12,2014,9
GBT,LE19092,F,M,130,118,12,12,2012,15
GBT,LE19093,F,F,127,121,13,12,2012,12
GBT,LE19094,A,M,135,90,13,12,2012,12
GBT,LE19095,A,M,137,119,20,12,2012,8
GBT,LE19096,F,M,130,117,26,12,2012,9
GBT,LE19097,A,M,129,103,26,12,2012,13
GBT,LE19097,A,M,131,100,17,1,2013,9
GBT,LE19098,A,F,130,110,31,12,2012,10
GBT,LE19099,A,F,128,115,2,1,2013,10
GBT,LE19100,F,M,128,115,2,1,2013,11
GBT,LE19100,F,M,130,119,17,1,2013,14
GBT,LE19101,F,M,128,103,3,1,2013,11
GBT,LE19101,F,M,,111,16,1,2013,11
GBT,LE19101,F,M,130,97,17,2,2013,14
GBT,LE19101,F,M,128,94,6,5,2013,10
GBT,LE19101,F,M,128,101,8,7,2013,15
GBT,LE19101,A,M,133,90,29,3,2014,6
GBT,LE19102,A,M,133,106,3,1,2013,13
GBT,LE19102,A,M,134,104,8,1,2013,9
GBT,LE19103,F,M,133,105,3,1,2013,15
GBT,LE19104,A,M,133,118,4,1,2013,8
GBT,LE19104,A,M,133,116,20,1,2013,15
GBT,LE19104,A,M,132,110,10,2,2013,9
GBT,LE19104,A,M,132,106,5,3,2013,7
GBT,LE19104,A,M,132,109,10,3,2013,11
GBT,LE19105,F,M,131,109,4,1,2013,9
GBT,LE19105,F,M,132,120,21,1,2013,12
GBT,LE19105,F,M,132,120,26,1,2013,12
GBT,LE19106,F,M,128,106,5,1,2013,8
GBT,LE19107,F,M,127,100,5,1,2013,12
GBT,LE19108,A,M,135,110,6,1,2013,14
GBT,LE19109,A,F,129,96,8,1,2013,9
GBT,LE19110,F,F,125,102,8,1,2013,9
GBT,LE19110,F,F,125,105,15,1,2013,10
GBT,LE19111,A,F,130,106,8,1,2013,13
GBT,LE19111,A,F,130,109,9,1,2013,14
GBT,LE19112,A,F,133,115,9,1,2013,9
GBT,LE19113,A,M,136,107,14,1,2013,16
GBT,LE19114,F,M,128,105,15,1,2013,10
GBT,LE19117,F,M,134,109,16,1,2013,10
GBT,LE19118,F,M,132,118,16,1,2013,14
GBT,LE19118,F,M,132,114,27,2,2013,11
GBT,LE19118,F,M,132,108,1,3,2013,8
GBT,LE19118,F,M,133,107,5,3,2013,12
GBT,LE19119,F,M,134,123,17,1,2013,9
GBT,LE19119,F,M,137,122,24,1,2013,11
GBT,LE19120,A,F,135,107,17,1,2013,9
GBT,LE19123,A,F,129,107,17,1,2013,14
GBT,LE19123,A,F,130,108,21,1,2013,12
GBT,LE19124,F,F,126,98,17,1,2013,15
GBT,LE19125,F,F,129,118,18,1,2013,9
GBT,LE19126,A,M,135,124,18,1,2013,15
GBT,LE19126,A,M,136,122,22,1,2013,10
GBT,LE19127,A,M,139,132,19,1,2013,9
GBT,LE19129,F,M,134,117,19,1,2013,14
GBT,LE19129,F,M,135,106,20,1,2013,15
GBT,LE19131,A,M,132,113,20,1,2013,8
GBT,LE19131,A,M,132,113,20,1,2013,12
GBT,LE19132,A,M,135,109,20,1,2013,8
GBT,LE19132,A,M,135,120,26,1,2013,16
GBT,LE19133,A,F,132,117,20,1,2013,8
GBT,LE19135,A,M,135,126,20,1,2013,14
GBT,LE19136,F,M,130,118,20,1,2013,16
GBT,LE19136,F,M,131,116,21,1,2013,11
GBT,LE19136,F,M,131,116,21,1,2013,14
GBT,LE19136,F,M,131,112,22,1,2013,9
GBT,LE19137,F,F,127,106,21,1,2013,13
GBT,LE19138,A,F,130,113,21,1,2013,14
GBT,LE19139,A,M,132,120,21,1,2013,16
GBT,LE19140,F,M,125,105,21,1,2013,16
GBT,LE19140,F,M,125,107,23,1,2013,13
GBT,LE19140,F,M,125,103,6,2,2013,10
GBT,LE19140,F,M,125,105,8,2,2013,13
GBT,LE19140,F,M,125,96,9,2,2013,11
GBT,LE19140,F,M,125,95,11,2,2013,13
GBT,LE19140,F,M,125,94,5,3,2013,9
GBT,LE19140,F,M,125,92,21,3,2013,11
GBT,LE19141,A,F,126,110,22,1,2013,10
GBT,LE19144,F,M,132,121,23,1,2013,14
GBT,LE19145,F,F,128,109,24,1,2013,10
GBT,LE19146,F,F,126,111,24,1,2013,13
GBT,LE19147,F,F,122,113,24,1,2013,16
GBT,LE19148,F,M,133,113,25,1,2013,14
GBT,LE19150,A,F,133,121,26,1,2013,12
GBT,LE19151,F,F,127,125,26,1,2013,13
GBT,LE19152,F,M,130,109,26,1,2013,16
GBT,LE19153,F,F,133,113,31,1,2013,7
GBT,LE19153,F,F,134,107,20,2,2013,13
GBT,LE19153,F,F,133,99,28,2,2013,7
GBT,LE19153,F,F,134,113,19,3,2013,12
GBT,LE19153,F,F,133,114,12,4,2013,7
GBT,LE19154,F,M,137,120,11,2,2013,12
GBT,LE19154,F,M,136,112,13,2,2013,7
GBT,LE19155,F,F,123,92,12,2,2013,9
GBT,LE19155,F,F,123,91,13,2,2013,14
GBT,LE19156,F,M,131,110,12,2,2013,12
GBT,LE19156,F,M,132,106,19,2,2013,17
GBT,LE19157,F,M,133,123,12,2,2013,13
GBT,LE19158,A,M,136,97,12,2,2013,13
GBT,LE19159,F,M,133,116,12,2,2013,16
GBT,LE19160,F,M,133,121,12,2,2013,14
GBT,LE19160,F,M,133,117,19,2,2013,12
GBT,LE19160,F,M,132,111,28,2,2013,7
GBT,LE19160,F,M,133,112,6,3,2013,15
GBT,LE19160,F,M,133,129,17,3,2013,14
GBT,LE19160,F,M,133,121,18,3,2013,9
GBT,LE19160,A,M,135,116,25,1,2014,10
GBT,LE19160,A,M,134,113,29,1,2014,7
GBT,LE19161,F,F,130,100,20,2,2013,9
GBT,LE19162,F,M,131,95,20,2,2013,13
GBT,LE19163,F,F,126,99,20,2,2013,16
GBT,LE19164,F,M,134,111,28,2,2013,6
GBT,LE19164,F,M,133,116,2,3,2013,11
GBT,LE19165,A,M,134,118,28,2,2013,9
GBT,LE19166,A,M,136,107,28,2,2013,14
GBT,LE19167,A,M,141,134,1,3,2013,7
GBT,LE19167,A,M,141,126,6,3,2013,11
GBT,LE19168,A,M,134,119,2,3,2013,14
GBT,LE19169,F,F,129,108,2,3,2013,14
GBT,LE19170,F,F,127,109,3,3,2013,15
GBT,LE19170,F,F,127,105,5,3,2013,7
GBT,LE19170,F,F,127,105,11,3,2013,16
GBT,LE19171,F,F,123,87,3,3,2013,15
GBT,LE19172,A,F,130,98,3,3,2013,15
GBT,LE19173,A,M,136,114,6,3,2013,16
GBT,LE19174,A,F,133,103,9,3,2013,7
GBT,LE19174,A,F,133,100,11,3,2013,7
GBT,LE19175,A,F,129,95,11,3,2013,7
GBT,LE19176,F,F,124,94,11,3,2013,17
GBT,LE19177,A,F,134,115,19,3,2013,16
GBT,LE19177,A,F,133,108,7,4,2013,15
GBT,LE19177,A,F,133,122,12,4,2013,7
GBT,LE19177,A,F,133,122,14,4,2013,16
GBT,LE19178,A,M,131,109,8,4,2013,14
GBT,LE19178,A,M,131,115,12,4,2013,7
GBT,LE19178,A,M,131,117,13,4,2013,16
GBT,LE19179,F,F,132,114,13,4,2013,16
GBT,LE19180,A,F,129,111,13,4,2013,16
GBT,LE19181,F,M,130,94,30,4,2013,7
GBT,LE19181,F,M,130,99,24,5,2013,12
GBT,LE19181,A,M,135,101,2,5,2014,20
GBT,LE19181,A,M,134,101,3,5,2014,18
GBT,LE19181,A,M,134,101,6,5,2014,12
GBT,LE19181,A,M,135,96,15,7,2014,9
GBT,LE19182,F,F,125,101,4,5,2013,15
GBT,LE19182,F,F,,102,4,7,2013,14
GBT,LE19182,F,F,,97,9,7,2013,16
GBT,LE19183,A,F,130,106,25,5,2013,6
GBT,LE19183,A,F,131,95,17,6,2014,11
GBT,LE19184,U,M,132,95,18,6,2014,8
GBT,LE19184,A,M,132,95,11,7,2014,19
GBT,LE19185,J,M,130,100,8,6,2013,7
GBT,LE19185,J,M,129,99,14,6,2013,8
GBT,LE19186,F,M,,100,8,6,2013,11
GBT,LE19186,A,M,132,94,25,5,2014,12
GBT,LE19187,F,M,128,92,8,6,2013,15
GBT,LE19188,J,M,128,89,10,6,2013,6
GBT,LE19188,J,M,128,91,12,6,2013,6
GBT,LE19189,F,M,129,94,10,6,2013,6
GBT,LE19190,J,M,,82,11,6,2013,6
GBT,LE19190,J,U,,84,14,6,2013,8
GBT,LE19190,J,U,,87,19,6,2013,16
GBT,LE19191,A,F,128,95,11,6,2013,7
GBT,LE19192,J,M,131,89,11,6,2013,7
GBT,LE19193,J,U,,82,12,6,2013,6
GBT,LE19193,J,U,,87,14,6,2013,16
GBT,LE19193,J,U,,89,18,6,2013,6
GBT,LE19194,J,U,,87,18,6,2013,7
GBT,LE19195,F,F,123,95,18,6,2013,7
GBT,LE19195,F,F,,95,1,7,2013,16
GBT,LE19195,U,F,,104,15,8,2013,9
GBT,LE19196,J,M,,95,19,6,2013,18
GBT,LE19197,J,U,,69,1,7,2013,16
GBT,LE19198,F,M,,83,4,7,2013,10
GBT,LE19199,A,F,126,92,15,7,2013,15
GBT,LE19199,A,F,125,90,19,7,2013,8
GBT,LE19199,A,F,128,95,2,3,2014,15
GBT,LE19199,A,F,126,89,20,6,2014,14
GBT,LE19200,J,F,,92,15,7,2013,15
GBT,LE19201,J,U,,87,14,6,2013,6
GBT,LE19202,F,M,,95,14,6,2013,16
GBT,LE19202,F,M,,94,18,6,2013,7
GBT,LE19203,J,U,122,91,19,7,2013,18
GBT,LE19203,F,F,122,101,29,1,2014,7
GBT,LE19204,J,U,124,91,20,7,2013,9
GBT,LE19204,F,F,123,93,1,2,2014,12
GBT,LE19204,F,F,,86,5,6,2014,15
GBT,LE19205,J,M,132,96,28,8,2014,7
GBT,LE19206,J,M,131,106,30,8,2014,13
GBT,LE19206,F,M,131,117,4,1,2015,10
GBT,LE19207,J,F,125,97,4,9,2014,16
GBT,LE19208,J,U,126,103,4,9,2014,17
GBT,LE19208,F,F,125,111,11,1,2015,11
GBT,LE19208,F,F,125,110,21,1,2015,9
GBT,LE19208,F,F,125,112,31,1,2015,8
GBT,LE19209,A,M,136,121,14,12,2014,8
GBT,LE19210,F,M,129,118,14,12,2014,12
GBT,LE19210,F,M,129,118,19,1,2015,8
GBT,LE19211,F,M,132,117,14,12,2014,14
GBT,LE19211,F,M,132,115,25,12,2014,11
GBT,LE19212,A,M,134,113,15,12,2014,13
GBT,LE19213,A,F,132,122,17,12,2014,15
GBT,LE19214,F,M,125,106,20,12,2014,12
GBT,LE19214,F,M,126,103,26,12,2014,8
GBT,LE19214,F,M,125,105,4,1,2015,9
GBT,LE19214,F,M,124,94,1,3,2015,13
GBT,LE19215,F,F,126,122,21,12,2014,13
GBT,LE19215,F,F,125,105,4,2,2015,16
GBT,LE19216,F,M,132,111,21,12,2014,15
GBT,LE19216,F,M,134,119,10,1,2015,10
GBT,LE19216,F,M,133,110,29,1,2015,12
GBT,LE19216,F,M,134,111,30,1,2015,14
GBT,LE19216,F,M,133,110,31,1,2015,13
GBT,LE19216,F,M,133,109,7,2,2015,15
GBT,LE19217,F,M,132,107,24,12,2014,8
GBT,LE19218,A,M,135,105,25,12,2014,8
GBT,LE19219,F,F,125,107,25,12,2014,10
GBT,LE19220,A,M,138,126,25,12,2014,13
GBT,LE19221,A,M,136,118,28,12,2014,12
GBT,LE19221,A,M,136,118,2,2,2015,11
GBT,LE19222,A,M,139,127,28,12,2014,14
GBT,LE19222,A,M,139,125,29,12,2014,15
GBT,LE19222,A,M,139,130,4,1,2015,12
GBT,LE19222,A,M,139,125,18,1,2015,15
GBT,LE19222,A,M,139,119,1,2,2015,16
GBT,LE19222,A,M,139,116,2,2,2015,13
GBT,LE19223,A,M,141,118,28,12,2014,15
GBT,LE19224,F,F,124,104,28,12,2014,15
GBT,LE19225,F,M,130,115,28,12,2014,15
GBT,LE19226,A,F,139,111,29,12,2014,9
GBT,LE19227,A,F,129,121,29,12,2014,9
GBT,LE19228,F,F,131,117,29,12,2014,13
GBT,LE19229,A,M,132,105,31,12,2014,13
GBT,LE19230,F,M,130,109,31,12,2014,14
GBT,LE19231,F,F,126,105,31,12,2014,15
GBT,LE19232,F,M,135,126,3,1,2015,15
GBT,LE19233,F,M,132,119,4,1,2015,10
GBT,LE19234,F,M,133,128,4,1,2015,11
GBT,LE19235,A,F,132,109,4,1,2015,11
GBT,LE19236,A,M,137,127,4,1,2015,12
GBT,LE19237,A,M,135,117,4,1,2015,12
GBT,LE19238,A,F,130,115,4,1,2015,12
GBT,LE19239,F,M,136,117,4,1,2015,12
GBT,LE19240,F,F,127,111,4,1,2015,12
GBT,LE19241,F,M,128,112,4,1,2015,14
GBT,LE19242,F,F,131,128,4,1,2015,14
GBT,LE19242,F,F,131,103,31,1,2015,8
GBT,LE19242,F,F,131,103,2,2,2015,8
GBT,LE19243,F,M,134,113,6,1,2015,9
GBT,LE19243,F,M,133,112,9,1,2015,14
GBT,LE19243,F,M,133,109,10,1,2015,15
GBT,LE19243,F,M,134,115,18,1,2015,15
GBT,LE19243,F,M,133,109,22,1,2015,12
GBT,LE19243,F,M,132,110,23,1,2015,11
GBT,LE19243,F,M,,105,25,1,2015,15
GBT,LE19243,F,M,133,106,28,1,2015,8
GBT,LE19243,F,M,133,106,28,1,2015,15
GBT,LE19243,F,M,132,109,2,2,2015,15
GBT,LE19243,F,M,132,109,3,2,2015,16
GBT,LE19243,F,M,133,108,4,2,2015,10
GBT,LE19243,F,M,133,113,8,3,2015,15
GBT,LE19243,F,M,134,119,20,3,2015,7
GBT,LE19244,F,M,125,106,6,1,2015,10
GBT,LE19245,F,M,133,117,9,1,2015,14
GBT,LE19246,F,M,130,111,10,1,2015,9
GBT,LE19246,F,M,130,109,14,1,2015,16
GBT,LE19246,F,M,131,108,30,1,2015,13
GBT,LE19246,F,M,130,106,2,2,2015,12
GBT,LE19247,A,M,137,117,10,1,2015,10
GBT,LE19248,F,F,129,106,10,1,2015,11
GBT,LE19248,F,F,127,109,21,1,2015,8
GBT,LE19248,F,F,128,108,22,1,2015,10
GBT,LE19248,F,F,128,107,24,1,2015,9
GBT,LE19249,F,M,136,111,10,1,2015,11
GBT,LE19250,F,M,130,100,10,1,2015,13
GBT,LE19250,F,M,130,109,15,1,2015,8
GBT,LE19251,F,M,125,110,11,1,2015,8
GBT,LE19252,A,M,136,114,11,1,2015,11
GBT,LE19252,A,M,137,115,19,1,2015,12
GBT,LE19252,A,M,136,111,23,1,2015,11
GBT,LE19252,A,M,136,113,13,2,2015,13
GBT,LE19252,A,M,136,105,4,3,2015,12
GBT,LE19252,A,M,136,113,8,3,2015,15
GBT,LE19253,F,M,130,125,11,1,2015,14
GBT,LE19254,F,M,132,112,12,1,2015,10
GBT,LE19255,F,M,131,104,12,1,2015,14
GBT,LE19256,A,M,136,118,12,1,2015,14
GBT,LE19257,A,M,137,123,13,1,2015,13
GBT,LE19258,F,M,134,111,13,1,2015,14
GBT,LE19259,F,M,134,126,13,1,2015,16
GBT,LE19260,F,F,131,107,14,1,2015,10
GBT,LE19260,F,F,132,107,16,1,2015,15
GBT,LE19261,F,F,128,108,14,1,2015,12
GBT,LE19262,F,F,127,112,15,1,2015,8
GBT,LE19263,A,F,129,89,15,1,2015,9
GBT,LE19264,A,F,131,113,15,1,2015,9
GBT,LE19265,F,F,127,113,16,1,2015,9
GBT,LE19266,F,M,132,111,16,1,2015,9
GBT,LE19267,F,M,138,116,16,1,2015,12
GBT,LE19268,A,M,132,107,16,1,2015,13
GBT,LE19269,F,M,132,122,16,1,2015,14
GBT,LE19270,F,M,137,124,16,1,2015,16
GBT,LE19270,F,M,137,117,18,1,2015,16
GBT,LE19271,A,M,144,129,17,1,2015,9
GBT,LE19272,F,M,130,125,19,1,2015,10
GBT,LE19273,A,M,136,118,19,1,2015,13
GBT,LE19273,A,M,136,117,20,1,2015,13
GBT,LE19274,F,M,132,121,20,1,2015,8
GBT,LE19275,F,M,133,135,21,1,2015,13
GBT,LE19276,F,M,132,115,22,1,2015,10
GBT,LE19277,A,M,137,117,26,1,2015,9
GBT,LE19277,A,M,138,118,13,3,2015,15
GBT,LE19278,A,M,137,125,26,1,2015,14
GBT,LE19279,F,F,124,111,28,1,2015,15
GBT,LE19279,F,F,125,109,4,2,2015,10
GBT,LE19280,F,M,129,103,30,1,2015,14
GBT,LE19280,F,M,130,99,31,1,2015,11
GBT,LE19280,F,M,130,100,3,2,2015,17
GBT,LE19280,F,M,130,94,4,2,2015,8
GBT,LE19281,F,M,132,114,30,1,2015,16
GBT,LE19281,F,M,132,102,4,2,2015,8
GBT,LE19282,F,F,129,102,31,1,2015,8
GBT,LE19283,F,F,131,112,31,1,2015,8
GBT,LE19284,F,M,131,107,3,2,2015,8
GBT,LE19286,A,F,132,119,3,2,2015,12
GBT,LE19287,F,M,130,106,3,2,2015,13
GBT,LE19288,F,F,130,103,8,2,2015,15
GBT,LE19289,F,F,126,113,13,2,2015,10
GBT,LE19290,F,M,133,118,1,3,2015,14
GBT,LE19291,F,M,128,94,5,3,2015,8
GBT,LE19292,F,M,133,119,6,3,2015,8
GBT,LE19293,F,F,128,101,12,3,2015,8
GBT,LE19294,A,M,133,104,18,3,2015,8
GBT,RC01635,A,F,130,117,14,2,1989,10
GBT,RC01635,A,F,,115,17,2,1989,9
GBT,RE79501,A,F,133,114,17,1,1998,10
GBT,RE79501,A,F,131,125,1,2,1998,11
GBT,RE79501,A,F,132,121,7,2,1998,16
GBT,RE83505,A,F,129,100,17,6,1989,18
GBT,RE83506,A,M,133,92,22,6,1989,7
GBT,RE83508,J,U,130,91,27,6,1989,8
GBT,RE83509,J,M,129,90,21,7,1989,6
GBT,RE83509,J,M,129,99,12,8,1989,16
GBT,RE83510,F,F,127,105,21,7,1989,7
GBT,RE83511,J,M,128,99,17,8,1989,12
GBT,RE83512,J,F,120,102,21,8,1989,12
GBT,RE83515,J,U,124,94,3,9,1989,15
GBT,RE83516,A,F,121,96,1,10,1989,15
GBT,RE83516,A,F,120,100,3,3,1990,8
GBT,RE83516,A,F,120,90,8,4,1990,10
GBT,RE83516,U,F,120,89,12,4,1990,14
GBT,RE83516,A,F,124,92,26,7,1991,19
GBT,RE83516,A,F,125,94,13,2,1993,12
GBT,RE83518,F,F,126,98,25,10,1989,13
GBT,RE83519,F,F,124,102,10,11,1989,15
GBT,RE83519,U,F,127,99,16,9,1990,16
GBT,RE83519,U,F,122,100,19,9,1992,9
GBT,RE83519,U,F,124,101,26,8,1993,19
GBT,RE83520,A,M,135,98,26,11,1989,15
GBT,RE83531,F,F,124,119,28,1,1990,9
GBT,RE83531,F,F,123,104,8,4,1990,9
GBT,RE83531,A,F,127,98,2,12,1990,16
GBT,RE83531,A,F,127,101,30,10,1991,15
GBT,RE83531,A,F,127,101,24,4,1992,8
GBT,RE83531,A,F,125,98,13,6,1993,8
GBT,RE83532,F,F,124,104,3,2,1990,8
GBT,RE83532,F,F,,107,3,2,1990,11
GBT,RE83533,F,F,125,100,3,2,1990,8
GBT,RE83536,A,F,133,115,20,2,1990,9
GBT,RE83537,A,M,129,105,20,2,1990,10
GBT,RE83537,A,M,,99,10,3,1990,10
GBT,RE83538,F,M,131,104,21,2,1990,7
GBT,RE83539,F,M,129,100,22,2,1990,8
GBT,RE83539,A,M,132,97,22,3,1992,12
GBT,RE83541,F,F,121,97,10,3,1990,10
GBT,RE83548,F,M,126,100,8,4,1990,9
GBT,RE83548,F,M,127,100,1,8,1990,18
GBT,RE83550,F,M,130,100,22,4,1990,14
GBT,RE83550,A,M,134,99,2,3,1991,7
GBT,RE83550,A,M,133,97,25,3,1991,14
GBT,RE83550,A,M,,96,26,3,1991,14
GBT,RE83551,A,F,127,93,7,5,1990,8
GBT,RE83552,F,M,124,92,7,5,1990,16
GBT,RE83555,F,M,123,92,7,5,1990,18
GBT,RE83556,A,F,125,89,10,5,1990,6
GBT,RE83569,F,M,133,101,12,5,1990,12
GBT,RE83576,F,F,125,93,13,5,1990,14
GBT,RE83581,J,M,,84,17,5,1990,8
GBT,RE83581,J,M,125,,24,5,1990,17
GBT,RE83581,J,M,127,92,27,5,1990,8
GBT,RE83582,J,U,,86,17,5,1990,19
GBT,RE83582,J,U,125,89,30,5,1990,11
GBT,RE83582,J,M,125,98,28,7,1990,11
GBT,RE83584,J,U,123,93,19,5,1990,10
GBT,RE83600,A,F,130,92,21,5,1990,20
GBT,RE83600,U,F,128,,15,5,1993,14
GBT,RE83600,A,F,131,96,31,3,1994,7
GBT,RE83600,A,F,130,90,2,4,1994,9
GBT,RE83600,A,F,131,90,1,4,1995,9
GBT,RE83600,A,F,128,110,10,5,1995,18
GBT,RE83602,J,U,123,89,15,6,1990,7
GBT,RE83602,J,M,127,80,21,6,1990,7
GBT,RE83604,J,M,129,100,24,5,1990,17
GBT,RE83604,J,M,131,95,30,5,1990,11
GBT,RE83604,J,U,,102,2,6,1990,12
GBT,RE83609,A,F,124,94,26,5,1990,8
GBT,RE83609,A,F,123,88,29,10,1990,9
GBT,RE83609,A,F,124,101,15,2,1994,8
GBT,RE83618,A,M,132,100,30,5,1990,8
GBT,RE83620,J,U,126,96,30,5,1990,11
GBT,RE83622,F,M,128,94,1,6,1990,8
GBT,RE83625,J,M,128,89,1,6,1990,11
GBT,RE83629,A,F,136,103,13,4,1992,15
GBT,RE83634,J,M,129,88,13,6,1990,8
GBT,RE83635,J,M,124,87,16,6,1990,10
GBT,RE83637,J,U,125,96,21,6,1990,7
GBT,RE83647,J,F,121,80,4,7,1990,18
GBT,RE83648,J,M,125,80,5,7,1990,8
GBT,RE83651,J,M,116,101,15,7,1990,19
GBT,RE83652,J,U,122,85,18,7,1990,18
GBT,RE83653,J,U,119,86,19,7,1990,20
GBT,RE83653,J,U,124,84,27,7,1990,12
GBT,RE83653,J,U,125,89,8,8,1990,15
GBT,RE83653,A,F,128,108,3,2,1992,7
GBT,RE83653,A,F,126,100,13,4,1992,16
GBT,RE83653,A,F,128,88,9,5,1992,10
GBT,RE83653,A,F,126,98,13,2,1994,9
GBT,RE83653,A,F,127,98,15,1,1995,10
GBT,RE83653,A,F,127,94,21,1,1995,12
GBT,RE83653,A,F,127,95,28,1,1995,10
GBT,RE83653,A,F,127,84,4,3,1995,9
GBT,RE83653,A,F,125,87,20,2,1996,12
GBT,RE83653,A,F,127,88,24,2,1996,10
GBT,RE83654,J,U,124,87,27,7,1990,9
GBT,RE83655,J,M,129,94,27,7,1990,12
GBT,RE83655,J,M,131,90,9,8,1990,9
GBT,RE83655,J,M,,90,12,8,1990,15
GBT,RE83655,J,M,131,89,15,8,1990,14
GBT,RE83655,J,M,130,90,26,8,1990,15
GBT,RE83656,J,M,130,77,27,7,1990,12
GBT,RE83656,J,M,130,88,28,7,1990,11
GBT,RE83656,J,U,129,78,6,8,1990,11
GBT,RE83656,F,M,131,93,27,1,1991,15
GBT,RE83656,F,M,129,93,21,2,1991,8
GBT,RE83656,A,M,132,108,1,2,1992,10
GBT,RE83656,A,M,133,85,29,2,1992,14
GBT,RE83656,A,M,133,86,15,3,1992,14
GBT,RE83657,J,M,124,89,28,7,1990,11
GBT,RE83657,J,M,125,82,8,8,1990,15
GBT,RE83659,J,U,130,100,30,7,1990,20
GBT,RE83660,J,M,114,98,31,7,1990,10
GBT,RE83661,J,M,128,97,1,8,1990,18
GBT,RE83661,J,M,127,104,12,8,1990,16
GBT,RE83662,J,M,126,87,2,8,1990,10
GBT,RE83663,J,F,127,89,2,8,1990,19
GBT,RE83664,J,U,122,90,4,8,1990,11
GBT,RE83665,J,U,127,95,6,8,1990,10
GBT,RE83665,F,F,,119,9,2,1991,12
GBT,RE83665,A,F,128,115,15,1,1992,7
GBT,RE83665,A,F,128,118,22,1,1992,8
GBT,RE83665,A,F,128,104,24,1,1992,8
GBT,RE83666,J,M,133,90,7,8,1990,14
GBT,RE83667,J,M,130,94,8,8,1990,7
GBT,RE83667,J,M,130,95,15,8,1990,10
GBT,RE83667,F,M,,120,8,2,1991,16
GBT,RE83667,F,M,,118,11,2,1991,8
GBT,RE83667,F,M,131,104,19,2,1991,13
GBT,RE83667,A,M,132,120,28,12,1991,10
GBT,RE83667,A,M,133,100,17,10,1992,8
GBT,RE83668,J,M,125,83,8,8,1990,15
GBT,RE83669,J,M,126,92,8,8,1990,16
GBT,RE83669,J,M,127,93,9,8,1990,7
GBT,RE83670,J,M,128,95,9,8,1990,7
GBT,RE83670,A,M,132,115,24,1,1992,7
GBT,RE83671,J,M,128,96,9,8,1990,8
GBT,RE83672,J,M,132,103,9,8,1990,8
GBT,RE83673,J,M,127,98,9,8,1990,9
GBT,RE83674,J,F,128,92,9,8,1990,20
GBT,RE83675,J,F,128,88,10,8,1990,10
GBT,RE83676,J,M,131,100,10,8,1990,11
GBT,RE83677,J,M,132,92,11,8,1990,19
GBT,RE83685,J,F,125,95,14,8,1990,7
GBT,RE83686,J,M,122,89,14,8,1990,14
GBT,RE83686,J,M,125,95,6,9,1990,8
GBT,RE83686,J,M,126,94,8,9,1990,14
GBT,RE83686,F,M,125,100,14,10,1990,17
GBT,RE83687,J,M,128,88,15,8,1990,12
GBT,RE83687,F,M,126,96,14,10,1990,8
GBT,RE83687,F,M,128,109,22,2,1991,12
GBT,RE83687,A,M,,116,31,1,1992,7
GBT,RE83688,J,F,126,109,15,8,1990,18
GBT,RE83689,J,M,127,92,30,8,1990,18
